product_name,category,price,sales_date,day_of_week,holiday,number_of_items_sold,total_revenue,sales_time,product_id,buyer_gender
Butter,Dairy,285,12/18/2022,Sunday,TRUE,4,1140,17:17,1078,Women
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,1,350,16:24,1091,Women
Butter,Dairy,285,12/18/2022,Sunday,TRUE,3,855,15:19,1078,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,12,660,11:09,1011,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,5,275,13:00,1011,Men
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,9,3150,10:08,1091,Women
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,9,1206,7:07,1041,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,5,275,18:50,1011,Women
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,16,5600,19:07,1091,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,16,880,12:04,1011,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,14,1876,16:29,1041,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,15,825,7:33,1011,Women
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,13,1742,7:59,1041,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,22,2948,16:38,1041,Men
Butter,Dairy,285,12/18/2022,Sunday,TRUE,14,3990,12:19,1078,Men
Butter,Dairy,285,12/18/2022,Sunday,TRUE,4,1140,14:17,1078,Women
Butter,Dairy,285,12/18/2022,Sunday,TRUE,15,4275,14:09,1078,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,6,804,16:39,1041,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,12,660,8:48,1011,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,10,550,12:14,1011,Men
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,2,700,19:47,1091,Men
Milk packet,Dairy,80,12/18/2022,Sunday,TRUE,2,160,10:13,1022,Women
Butter,Dairy,285,12/18/2022,Sunday,TRUE,6,1710,19:02,1078,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,23,3082,7:03,1041,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,18,2412,9:28,1041,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,14,770,8:58,1011,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,2,110,15:41,1011,Men
Butter,Dairy,285,12/18/2022,Sunday,TRUE,2,570,8:37,1078,Men
Butter,Dairy,285,12/18/2022,Sunday,TRUE,9,2565,14:24,1078,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,5,275,14:07,1011,Men
Butter,Dairy,285,12/18/2022,Sunday,TRUE,14,3990,7:15,1078,Men
Milk packet,Dairy,80,12/18/2022,Sunday,TRUE,3,240,9:32,1022,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,5,275,12:57,1011,Men
Milk packet,Dairy,80,12/18/2022,Sunday,TRUE,19,1520,8:15,1022,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,15,825,12:46,1011,Women
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,17,2278,10:43,1041,Women
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,13,4550,16:08,1091,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,12,660,17:25,1011,Men
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,11,3850,18:26,1091,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,16,880,14:50,1011,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,1,134,8:15,1041,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,8,440,7:54,1011,Men
Eggs,Dairy,134,12/18/2022,Sunday,TRUE,4,536,8:43,1041,Men
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,15,825,8:48,1011,Women
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,5,1750,17:20,1091,Women
Bread package,Bakery,55,12/18/2022,Sunday,TRUE,6,330,8:20,1011,Men
Milk packet,Dairy,80,12/18/2022,Sunday,TRUE,15,1200,8:20,1022,Women
Milk packet,Dairy,80,12/18/2022,Sunday,TRUE,13,1040,9:34,1022,Women
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,4,1400,17:01,1091,Women
Jam jar,Grocery,350,12/18/2022,Sunday,TRUE,14,4900,13:44,1091,Women
Butter,Dairy,285,12/19/2022,Monday,FALSE,4,1140,13:20,1078,Women
Butter,Dairy,285,12/19/2022,Monday,FALSE,1,285,18:26,1078,Women
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,1,80,9:34,1022,Women
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,10,800,15:21,1022,Women
Butter,Dairy,285,12/19/2022,Monday,FALSE,13,3705,10:18,1078,Men
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,17,1360,9:44,1022,Women
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,17,5950,16:48,1091,Women
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,11,880,7:19,1022,Women
Eggs,Dairy,134,12/19/2022,Monday,FALSE,21,2814,11:01,1041,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,5,275,13:04,1011,Men
Eggs,Dairy,134,12/19/2022,Monday,FALSE,10,1340,16:16,1041,Men
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,1,350,12:14,1091,Women
Bread package,Bakery,55,12/19/2022,Monday,FALSE,18,990,18:01,1011,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,13,715,19:47,1011,Women
Eggs,Dairy,134,12/19/2022,Monday,FALSE,2,268,17:36,1041,Women
Butter,Dairy,285,12/19/2022,Monday,FALSE,9,2565,10:49,1078,Men
Butter,Dairy,285,12/19/2022,Monday,FALSE,2,570,7:24,1078,Men
Butter,Dairy,285,12/19/2022,Monday,FALSE,1,285,9:31,1078,Men
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,14,4900,8:38,1091,Women
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,7,2450,17:16,1091,Women
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,16,1280,8:57,1022,Men
Butter,Dairy,285,12/19/2022,Monday,FALSE,7,1995,16:26,1078,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,12,660,19:23,1011,Women
Bread package,Bakery,55,12/19/2022,Monday,FALSE,10,550,7:48,1011,Women
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,15,5250,18:25,1091,Women
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,2,700,14:34,1091,Women
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,19,6650,12:04,1091,Women
Butter,Dairy,285,12/19/2022,Monday,FALSE,12,3420,11:23,1078,Men
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,3,240,7:13,1022,Women
Eggs,Dairy,134,12/19/2022,Monday,FALSE,7,938,9:58,1041,Men
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,1,350,10:12,1091,Men
Eggs,Dairy,134,12/19/2022,Monday,FALSE,10,1340,10:15,1041,Women
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,3,240,8:33,1022,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,5,275,7:40,1011,Women
Bread package,Bakery,55,12/19/2022,Monday,FALSE,8,440,17:22,1011,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,11,605,10:05,1011,Men
Eggs,Dairy,134,12/19/2022,Monday,FALSE,16,2144,17:46,1041,Women
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,6,2100,15:57,1091,Women
Milk packet,Dairy,80,12/19/2022,Monday,FALSE,10,800,18:20,1022,Men
Butter,Dairy,285,12/19/2022,Monday,FALSE,4,1140,18:30,1078,Women
Eggs,Dairy,134,12/19/2022,Monday,FALSE,21,2814,13:18,1041,Women
Eggs,Dairy,134,12/19/2022,Monday,FALSE,23,3082,14:10,1041,Men
Jam jar,Grocery,350,12/19/2022,Monday,FALSE,4,1400,18:42,1091,Women
Bread package,Bakery,55,12/19/2022,Monday,FALSE,2,110,15:51,1011,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,15,825,19:46,1011,Women
Bread package,Bakery,55,12/19/2022,Monday,FALSE,10,550,18:52,1011,Women
Butter,Dairy,285,12/19/2022,Monday,FALSE,15,4275,9:58,1078,Men
Bread package,Bakery,55,12/19/2022,Monday,FALSE,5,275,13:05,1011,Women
Jam jar,Grocery,350,12/20/2022,Tuesday,FALSE,10,3500,8:44,1091,Women
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,9,1206,8:16,1041,Women
Jam jar,Grocery,350,12/20/2022,Tuesday,FALSE,11,3850,8:22,1091,Women
Butter,Dairy,285,12/20/2022,Tuesday,FALSE,4,1140,13:46,1078,Women
Milk packet,Dairy,80,12/20/2022,Tuesday,FALSE,8,640,19:51,1022,Men
Butter,Dairy,285,12/20/2022,Tuesday,FALSE,3,855,10:37,1078,Men
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,7,938,9:38,1041,Men
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,20,2680,9:44,1041,Women
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,22,2948,10:42,1041,Women
Milk packet,Dairy,80,12/20/2022,Tuesday,FALSE,2,160,8:29,1022,Women
Bread package,Bakery,55,12/20/2022,Tuesday,FALSE,16,880,11:57,1011,Men
Milk packet,Dairy,80,12/20/2022,Tuesday,FALSE,11,880,16:53,1022,Men
Jam jar,Grocery,350,12/20/2022,Tuesday,FALSE,18,6300,11:59,1091,Men
Jam jar,Grocery,350,12/20/2022,Tuesday,FALSE,9,3150,8:44,1091,Women
Bread package,Bakery,55,12/20/2022,Tuesday,FALSE,13,715,17:43,1011,Women
Jam jar,Grocery,350,12/20/2022,Tuesday,FALSE,11,3850,9:36,1091,Women
Butter,Dairy,285,12/20/2022,Tuesday,FALSE,3,855,13:48,1078,Women
Milk packet,Dairy,80,12/20/2022,Tuesday,FALSE,8,640,19:47,1022,Women
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,2,268,13:15,1041,Men
Milk packet,Dairy,80,12/20/2022,Tuesday,FALSE,3,240,9:38,1022,Women
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,15,2010,15:13,1041,Men
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,7,938,7:54,1041,Men
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,2,268,8:47,1041,Men
Eggs,Dairy,134,12/20/2022,Tuesday,FALSE,2,268,15:50,1041,Men
Butter,Dairy,285,12/21/2022,Wednesday,FALSE,16,4560,15:31,1078,Women
Eggs,Dairy,134,12/21/2022,Wednesday,FALSE,3,402,10:37,1041,Women
Eggs,Dairy,134,12/21/2022,Wednesday,FALSE,9,1206,17:21,1041,Women
Milk packet,Dairy,80,12/21/2022,Wednesday,FALSE,19,1520,7:39,1022,Women
Butter,Dairy,285,12/21/2022,Wednesday,FALSE,18,5130,10:57,1078,Men
Butter,Dairy,285,12/21/2022,Wednesday,FALSE,8,2280,17:17,1078,Women
Bread package,Bakery,55,12/21/2022,Wednesday,FALSE,3,165,10:17,1011,Women
Bread package,Bakery,55,12/21/2022,Wednesday,FALSE,13,715,12:23,1011,Men
Jam jar,Grocery,350,12/21/2022,Wednesday,FALSE,1,350,8:09,1091,Men
Eggs,Dairy,134,12/21/2022,Wednesday,FALSE,8,1072,18:39,1041,Women
Butter,Dairy,285,12/21/2022,Wednesday,FALSE,10,2850,15:25,1078,Women
Milk packet,Dairy,80,12/21/2022,Wednesday,FALSE,17,1360,17:44,1022,Men
Jam jar,Grocery,350,12/21/2022,Wednesday,FALSE,12,4200,14:11,1091,Women
Eggs,Dairy,134,12/21/2022,Wednesday,FALSE,13,1742,10:43,1041,Men
Milk packet,Dairy,80,12/21/2022,Wednesday,FALSE,11,880,8:19,1022,Women
Bread package,Bakery,55,12/21/2022,Wednesday,FALSE,8,440,12:56,1011,Men
Bread package,Bakery,55,12/21/2022,Wednesday,FALSE,13,715,19:18,1011,Women
Bread package,Bakery,55,12/21/2022,Wednesday,FALSE,18,990,15:15,1011,Women
Jam jar,Grocery,350,12/21/2022,Wednesday,FALSE,11,3850,18:07,1091,Women
Butter,Dairy,285,12/21/2022,Wednesday,FALSE,11,3135,12:55,1078,Men
Jam jar,Grocery,350,12/21/2022,Wednesday,FALSE,17,5950,13:00,1091,Women
Jam jar,Grocery,350,12/21/2022,Wednesday,FALSE,9,3150,14:58,1091,Men
Eggs,Dairy,134,12/21/2022,Wednesday,FALSE,24,3216,10:54,1041,Men
Bread package,Bakery,55,12/21/2022,Wednesday,FALSE,7,385,15:27,1011,Women
Jam jar,Grocery,350,12/21/2022,Wednesday,FALSE,10,3500,15:49,1091,Women
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,6,330,16:22,1011,Men
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,15,825,11:31,1011,Women
Milk packet,Dairy,80,12/22/2022,Thursday,FALSE,11,880,14:55,1022,Men
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,16,2144,7:59,1041,Women
Jam jar,Grocery,350,12/22/2022,Thursday,FALSE,19,6650,9:55,1091,Men
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,19,1045,8:24,1011,Men
Milk packet,Dairy,80,12/22/2022,Thursday,FALSE,18,1440,8:52,1022,Men
Jam jar,Grocery,350,12/22/2022,Thursday,FALSE,15,5250,8:18,1091,Women
Butter,Dairy,285,12/22/2022,Thursday,FALSE,2,570,7:03,1078,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,23,3082,9:48,1041,Men
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,7,938,10:32,1041,Men
Jam jar,Grocery,350,12/22/2022,Thursday,FALSE,14,4900,14:47,1091,Women
Butter,Dairy,285,12/22/2022,Thursday,FALSE,4,1140,15:42,1078,Men
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,12,660,10:31,1011,Women
Butter,Dairy,285,12/22/2022,Thursday,FALSE,7,1995,8:56,1078,Men
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,1,134,9:19,1041,Men
Jam jar,Grocery,350,12/22/2022,Thursday,FALSE,8,2800,14:19,1091,Women
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,18,990,16:31,1011,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,2,268,7:02,1041,Men
Butter,Dairy,285,12/22/2022,Thursday,FALSE,11,3135,19:13,1078,Women
Butter,Dairy,285,12/22/2022,Thursday,FALSE,18,5130,19:01,1078,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,21,2814,10:06,1041,Men
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,1,55,15:37,1011,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,9,1206,9:27,1041,Men
Butter,Dairy,285,12/22/2022,Thursday,FALSE,5,1425,11:30,1078,Men
Butter,Dairy,285,12/22/2022,Thursday,FALSE,12,3420,16:48,1078,Women
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,17,935,15:44,1011,Women
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,8,440,12:53,1011,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,7,938,14:07,1041,Men
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,15,825,14:36,1011,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,20,2680,10:36,1041,Women
Bread package,Bakery,55,12/22/2022,Thursday,FALSE,2,110,17:24,1011,Women
Eggs,Dairy,134,12/22/2022,Thursday,FALSE,6,804,11:18,1041,Women
Jam jar,Grocery,350,12/22/2022,Thursday,FALSE,4,1400,8:50,1091,Women
Butter,Dairy,285,12/22/2022,Thursday,FALSE,6,1710,15:31,1078,Women
Butter,Dairy,285,12/23/2022,Friday,FALSE,3,855,8:13,1078,Women
Bread package,Bakery,55,12/23/2022,Friday,FALSE,13,715,18:53,1011,Men
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,9,3150,15:29,1091,Men
Butter,Dairy,285,12/23/2022,Friday,FALSE,4,1140,14:41,1078,Men
Eggs,Dairy,134,12/23/2022,Friday,FALSE,6,804,18:24,1041,Men
Eggs,Dairy,134,12/23/2022,Friday,FALSE,22,2948,8:36,1041,Men
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,16,5600,16:26,1091,Men
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,4,1400,18:38,1091,Men
Bread package,Bakery,55,12/23/2022,Friday,FALSE,10,550,9:44,1011,Women
Eggs,Dairy,134,12/23/2022,Friday,FALSE,3,402,10:21,1041,Men
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,4,1400,8:40,1091,Women
Eggs,Dairy,134,12/23/2022,Friday,FALSE,21,2814,12:19,1041,Women
Eggs,Dairy,134,12/23/2022,Friday,FALSE,12,1608,8:25,1041,Men
Bread package,Bakery,55,12/23/2022,Friday,FALSE,9,495,15:49,1011,Men
Bread package,Bakery,55,12/23/2022,Friday,FALSE,4,220,12:52,1011,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,11,880,8:09,1022,Men
Butter,Dairy,285,12/23/2022,Friday,FALSE,16,4560,7:42,1078,Men
Bread package,Bakery,55,12/23/2022,Friday,FALSE,16,880,7:54,1011,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,11,880,8:12,1022,Men
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,16,5600,17:30,1091,Men
Eggs,Dairy,134,12/23/2022,Friday,FALSE,1,134,17:06,1041,Men
Bread package,Bakery,55,12/23/2022,Friday,FALSE,17,935,7:39,1011,Men
Bread package,Bakery,55,12/23/2022,Friday,FALSE,5,275,9:34,1011,Men
Butter,Dairy,285,12/23/2022,Friday,FALSE,8,2280,9:08,1078,Women
Butter,Dairy,285,12/23/2022,Friday,FALSE,6,1710,11:55,1078,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,14,1120,7:27,1022,Women
Bread package,Bakery,55,12/23/2022,Friday,FALSE,11,605,11:06,1011,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,9,720,9:22,1022,Women
Bread package,Bakery,55,12/23/2022,Friday,FALSE,12,660,11:01,1011,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,12,960,7:38,1022,Women
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,9,3150,18:16,1091,Women
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,12,4200,12:06,1091,Men
Jam jar,Grocery,350,12/23/2022,Friday,FALSE,10,3500,10:44,1091,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,17,1360,8:46,1022,Women
Milk packet,Dairy,80,12/23/2022,Friday,FALSE,6,480,7:36,1022,Women
Eggs,Dairy,134,12/23/2022,Friday,FALSE,6,804,15:01,1041,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,11,1474,7:37,1041,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,11,3135,13:46,1078,Men
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,15,825,15:13,1011,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,9,1206,12:21,1041,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,13,3705,18:05,1078,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,7,2450,11:42,1091,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,5,400,7:26,1022,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,23,3082,17:37,1041,Men
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,2,110,17:00,1011,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,18,5130,15:54,1078,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,10,3500,19:24,1091,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,1,134,9:32,1041,Men
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,6,330,16:23,1011,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,12,1608,10:53,1041,Men
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,11,880,9:30,1022,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,3,855,7:27,1078,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,5,1425,17:42,1078,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,1,350,9:20,1091,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,3,855,12:16,1078,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,17,5950,9:15,1091,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,16,880,18:32,1011,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,6,2100,10:47,1091,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,7,2450,17:59,1091,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,16,880,17:24,1011,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,18,1440,9:53,1022,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,15,5250,15:13,1091,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,4,1400,13:39,1091,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,2,700,9:31,1091,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,15,5250,9:50,1091,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,17,5950,19:06,1091,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,6,1710,18:03,1078,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,3,402,7:59,1041,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,7,1995,10:06,1078,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,8,1072,10:46,1041,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,16,2144,10:02,1041,Men
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,10,800,8:57,1022,Men
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,3,240,7:40,1022,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,16,5600,14:23,1091,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,20,2680,8:40,1041,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,18,990,13:45,1011,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,12,960,7:47,1022,Men
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,7,385,11:42,1011,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,17,4845,7:27,1078,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,4,1140,15:16,1078,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,4,1140,12:47,1078,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,6,804,11:40,1041,Men
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,10,550,19:06,1011,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,6,804,10:40,1041,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,2,700,14:57,1091,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,11,1474,19:35,1041,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,17,935,16:45,1011,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,18,5130,11:28,1078,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,9,720,17:06,1022,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,4,1400,12:58,1091,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,15,825,12:53,1011,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,1,55,17:44,1011,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,14,4900,18:16,1091,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,12,660,10:35,1011,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,6,330,16:40,1011,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,16,1280,7:06,1022,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,11,3135,7:47,1078,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,1,350,14:31,1091,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,2,570,18:28,1078,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,7,938,9:32,1041,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,11,3850,9:01,1091,Women
Butter,Dairy,285,12/24/2022,Saturday,TRUE,7,1995,8:56,1078,Men
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,6,480,7:15,1022,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,5,400,7:24,1022,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,18,990,12:34,1011,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,13,1742,18:09,1041,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,5,1750,10:57,1091,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,10,2850,12:08,1078,Men
Butter,Dairy,285,12/24/2022,Saturday,TRUE,19,5415,17:57,1078,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,16,2144,7:28,1041,Men
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,11,1474,7:45,1041,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,16,5600,19:54,1091,Women
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,15,1200,9:02,1022,Men
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,3,165,8:24,1011,Women
Bread package,Bakery,55,12/24/2022,Saturday,TRUE,19,1045,16:55,1011,Women
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,13,4550,8:35,1091,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,11,1474,13:35,1041,Men
Jam jar,Grocery,350,12/24/2022,Saturday,TRUE,18,6300,18:21,1091,Women
Eggs,Dairy,134,12/24/2022,Saturday,TRUE,2,268,16:39,1041,Men
Milk packet,Dairy,80,12/24/2022,Saturday,TRUE,13,1040,7:04,1022,Women
Bread package,Bakery,55,12/25/2022,Sunday,TRUE,11,605,18:45,1011,Women
Milk packet,Dairy,80,12/25/2022,Sunday,TRUE,9,720,9:40,1022,Women
Butter,Dairy,285,12/25/2022,Sunday,TRUE,6,1710,9:20,1078,Men
Bread package,Bakery,55,12/25/2022,Sunday,TRUE,10,550,8:06,1011,Men
Milk packet,Dairy,80,12/25/2022,Sunday,TRUE,13,1040,9:30,1022,Men
Eggs,Dairy,134,12/25/2022,Sunday,TRUE,3,402,14:36,1041,Women
Eggs,Dairy,134,12/25/2022,Sunday,TRUE,24,3216,10:39,1041,Men
Jam jar,Grocery,350,12/25/2022,Sunday,TRUE,9,3150,12:09,1091,Men
Milk packet,Dairy,80,12/25/2022,Sunday,TRUE,1,80,7:02,1022,Men
Milk packet,Dairy,80,12/25/2022,Sunday,TRUE,8,640,7:58,1022,Women
Jam jar,Grocery,350,12/25/2022,Sunday,TRUE,3,1050,15:31,1091,Women
Milk packet,Dairy,80,12/25/2022,Sunday,TRUE,2,160,9:45,1022,Men
Jam jar,Grocery,350,12/25/2022,Sunday,TRUE,4,1400,18:27,1091,Women
Bread package,Bakery,55,12/25/2022,Sunday,TRUE,13,715,7:18,1011,Women
Milk packet,Dairy,80,12/25/2022,Sunday,TRUE,7,560,8:25,1022,Men
Bread package,Bakery,55,12/25/2022,Sunday,TRUE,11,605,13:39,1011,Men
Eggs,Dairy,134,12/25/2022,Sunday,TRUE,14,1876,19:37,1041,Women
Bread package,Bakery,55,12/25/2022,Sunday,TRUE,14,770,8:16,1011,Men
